,DATE,EQUIPE1,EQUIPE2,SCORE1,SCORE2
8496,2015-01-30,Rockets,Celtics,93,87
8497,2015-01-30,Raptors,Nets,127,122
8498,2015-01-30,Kings,Cavaliers,90,101
8499,2015-01-30,Clippers,Pelicans,103,108
8500,2015-01-30,Mavericks,Heat,93,72
8501,2015-01-30,Warriors,Jazz,100,110
8502,2015-01-30,Bulls,Suns,93,99
8503,2015-01-31,Kings,Pacers,99,94
8504,2015-01-31,Mavericks,Magic,108,93
8505,2015-01-31,Raptors,Wizards,120,116
8506,2015-01-31,76ers,Hawks,85,91
8507,2015-01-31,Rockets,Pistons,101,114
8508,2015-01-31,Thunder,Grizzlies,74,85
8509,2015-01-31,Cavaliers,Timberwolves,106,90
8510,2015-01-31,Trail Blazers,Bucks,88,95
8511,2015-01-31,Hornets,Nuggets,104,86
8512,2015-01-31,Clippers,Spurs,105,85
8513,2015-01-31,Suns,Warriors,87,106
8514,2015-02-01,Heat,Celtics,83,75
8515,2015-02-01,Lakers,Knicks,80,92
8516,2015-02-02,76ers,Cavaliers,84,97
8517,2015-02-02,Hornets,Wizards,92,88
8518,2015-02-02,Clippers,Nets,100,102
8519,2015-02-02,Bucks,Raptors,82,75
8520,2015-02-02,Hawks,Pelicans,100,115
8521,2015-02-02,Magic,Thunder,97,104
8522,2015-02-02,Timberwolves,Mavericks,94,100
8523,2015-02-02,Grizzlies,Suns,102,101
8524,2015-02-03,Nuggets,76ers,98,105
8525,2015-02-03,Heat,Pistons,91,108
8526,2015-02-03,Celtics,Knicks,108,97
8527,2015-02-03,Jazz,Trail Blazers,102,103
8528,2015-02-03,Warriors,Kings,121,96
8529,2015-02-04,Pistons,Pacers,109,114
8530,2015-02-04,Wizards,Hawks,96,105
8531,2015-02-04,Nuggets,Celtics,100,104
8532,2015-02-04,Nets,Raptors,109,93
8533,2015-02-04,Bulls,Rockets,90,101
8534,2015-02-04,Lakers,Bucks,105,113
8535,2015-02-04,Heat,Timberwolves,101,102
8536,2015-02-04,Thunder,Pelicans,102,91
8537,2015-02-04,Magic,Spurs,103,110
8538,2015-02-04,Grizzlies,Jazz,100,90
8539,2015-02-04,Mavericks,Warriors,114,128
8540,2015-02-05,Wizards,Hornets,87,94
8541,2015-02-05,Clippers,Cavaliers,94,105
8542,2015-02-05,Mavericks,Kings,101,78
8543,2015-02-05,Suns,Trail Blazers,87,108
8544,2015-02-06,Knicks,Nets,88,92
8545,2015-02-06,Cavaliers,Pacers,99,103
8546,2015-02-06,Lakers,Magic,97,103
8547,2015-02-06,Clippers,Raptors,107,123
8548,2015-02-06,Warriors,Hawks,116,124
8549,2015-02-06,76ers,Celtics,96,107
8550,2015-02-06,Nuggets,Pistons,88,98
8551,2015-02-06,Bucks,Rockets,111,117
8552,2015-02-06,Grizzlies,Timberwolves,89,90
8553,2015-02-06,Pelicans,Thunder,116,113
8554,2015-02-06,Jazz,Suns,93,100
8555,2015-02-06,Heat,Spurs,85,98
8556,2015-02-07,Bulls,Pelicans,107,72
8557,2015-02-07,Nets,Wizards,77,114
8558,2015-02-07,Warriors,Knicks,106,92
8559,2015-02-07,Hornets,76ers,81,89
8560,2015-02-07,Trail Blazers,Mavericks,101,111
8561,2015-02-07,Celtics,Bucks,93,96
8562,2015-02-07,Kings,Jazz,90,102
8563,2015-02-08,Clippers,Thunder,108,131
8564,2015-02-08,Lakers,Cavaliers,105,120
8565,2015-02-08,Hawks,Grizzlies,88,94
8566,2015-02-08,Pacers,Hornets,103,102
8567,2015-02-08,Timberwolves,Pistons,112,101
8568,2015-02-08,Bulls,Magic,98,97
8569,2015-02-08,Trail Blazers,Rockets,109,98
8570,2015-02-08,Spurs,Raptors,82,87
8571,2015-02-08,Suns,Kings,83,85
8572,2015-02-09,Spurs,Pacers,95,93
8573,2015-02-09,Warriors,76ers,89,84
8574,2015-02-09,Magic,Wizards,80,96
8575,2015-02-09,Knicks,Heat,95,109
8576,2015-02-09,Nets,Bucks,97,103
8577,2015-02-09,Hawks,Timberwolves,117,105
8578,2015-02-09,Jazz,Pelicans,100,96
8579,2015-02-09,Clippers,Mavericks,115,98
8580,2015-02-09,Thunder,Nuggets,124,114
8581,2015-02-10,Pistons,Hornets,106,78
8582,2015-02-10,Rockets,Suns,127,118
8583,2015-02-10,Kings,Bulls,86,104
8584,2015-02-10,Nets,Grizzlies,86,95
8585,2015-02-10,Nuggets,Lakers,106,96
8586,2015-02-11,Knicks,Magic,83,89
8587,2015-02-11,Hawks,Celtics,88,89
8588,2015-02-11,Spurs,Pistons,104,87
8589,2015-02-11,Wizards,Raptors,93,95
8590,2015-02-11,Kings,Bucks,103,111
8591,2015-02-11,Warriors,Timberwolves,94,91
8592,2015-02-11,Pacers,Pelicans,106,93
8593,2015-02-11,Grizzlies,Thunder,89,105
8594,2015-02-11,Heat,Cavaliers,93,113
8595,2015-02-11,Jazz,Mavericks,82,87
8596,2015-02-11,Lakers,Trail Blazers,86,102
8597,2015-02-11,Rockets,Clippers,95,110
8598,2015-02-12,Cavaliers,Bulls,98,113
8599,2015-02-13,West,East,59,51
8600,2015-02-13,World,USA,121,112
8601,2015-02-15,West,East,163,158
8602,2015-02-19,Mavericks,Thunder,89,104
8603,2015-02-19,Spurs,Clippers,115,119
8604,2015-02-20,Pelicans,Magic,84,95
8605,2015-02-20,Pacers,76ers,106,95
8606,2015-02-20,Raptors,Hawks,105,80
8607,2015-02-20,Bulls,Pistons,91,100
8608,2015-02-20,Heat,Knicks,111,87
8609,2015-02-20,Suns,Timberwolves,109,111
8610,2015-02-20,Cavaliers,Wizards,127,89
8611,2015-02-20,Rockets,Mavericks,100,111
8612,2015-02-20,Nuggets,Bucks,81,89
8613,2015-02-20,Trail Blazers,Jazz,76,92
8614,2015-02-20,Celtics,Kings,101,109
8615,2015-02-20,Spurs,Warriors,99,110
8616,2015-02-20,Nets,Lakers,114,105
8617,2015-02-21,Thunder,Hornets,110,103
8618,2015-02-21,Pelicans,Heat,105,91
8619,2015-02-21,Suns,Bulls,107,112
8620,2015-02-21,Raptors,Rockets,76,98
8621,2015-02-21,Kings,Clippers,99,126
8622,2015-02-22,Cavaliers,Knicks,101,83
8623,2015-02-22,Hawks,Bucks,97,86
8624,2015-02-22,Wizards,Pistons,89,106
8625,2015-02-22,Warriors,Pacers,98,104
8626,2015-02-22,76ers,Magic,98,103
8627,2015-02-22,Nuggets,Thunder,94,119
8628,2015-02-22,Hornets,Mavericks,81,92
8629,2015-02-22,Grizzlies,Trail Blazers,98,92
8630,2015-02-22,Celtics,Lakers,111,118
8631,2015-02-23,76ers,Heat,108,119
8632,2015-02-23,Bucks,Bulls,71,87
8633,2015-02-23,Timberwolves,Rockets,102,113
8634,2015-02-23,Raptors,Pelicans,97,100
8635,2015-02-23,Nets,Nuggets,110,82
8636,2015-02-23,Celtics,Suns,115,110
8637,2015-02-23,Spurs,Jazz,81,90
8638,2015-02-23,Grizzlies,Clippers,90,87
8639,2015-02-24,Warriors,Wizards,114,107
8640,2015-02-24,Cavaliers,Pistons,102,93
8641,2015-02-24,Pacers,Thunder,92,105
8642,2015-02-24,Raptors,Mavericks,92,99
8643,2015-02-25,Heat,Magic,93,90
8644,2015-02-25,Mavericks,Hawks,87,104
8645,2015-02-25,Knicks,Celtics,94,115
8646,2015-02-25,Hornets,Bulls,98,86
8647,2015-02-25,Clippers,Rockets,105,110
8648,2015-02-25,76ers,Bucks,88,104
8649,2015-02-25,Wizards,Timberwolves,77,97
8650,2015-02-25,Nets,Pelicans,96,102
8651,2015-02-25,Suns,Nuggets,110,96
8652,2015-02-25,Lakers,Jazz,100,97
8653,2015-02-25,Grizzlies,Kings,90,102
8654,2015-02-25,Spurs,Trail Blazers,95,111
8655,2015-02-26,Warriors,Cavaliers,99,110
8656,2015-02-26,Thunder,Suns,113,117
8657,2015-02-27,Cavaliers,Pacers,86,93
8658,2015-02-27,Wizards,76ers,81,89
8659,2015-02-27,Magic,Hawks,88,95
8660,2015-02-27,Hornets,Celtics,98,106
8661,2015-02-27,Knicks,Pistons,121,115
8662,2015-02-27,Warriors,Raptors,113,89
8663,2015-02-27,Timberwolves,Bulls,89,96
8664,2015-02-27,Nets,Rockets,98,102
8665,2015-02-27,Clippers,Grizzlies,97,79
8666,2015-02-27,Heat,Pelicans,102,104
8667,2015-02-27,Jazz,Nuggets,104,82
8668,2015-02-27,Spurs,Kings,107,96
8669,2015-02-27,Bucks,Lakers,93,101
8670,2015-02-27,Thunder,Trail Blazers,112,115
8671,2015-02-28,Pistons,Wizards,95,99
8672,2015-02-28,Hawks,Heat,93,91
8673,2015-02-28,Raptors,Knicks,98,103
8674,2015-02-28,Grizzlies,Timberwolves,101,97
8675,2015-02-28,Nets,Mavericks,104,94
8676,2015-02-28,Spurs,Suns,101,74
8677,2015-02-28,Bucks,Jazz,75,82
8678,2015-03-01,Clippers,Bulls,96,86
8679,2015-03-01,Cavaliers,Rockets,103,105
8680,2015-03-01,Trail Blazers,Kings,110,99
8681,2015-03-01,Warriors,Celtics,106,101
8682,2015-03-01,76ers,Pacers,74,94
8683,2015-03-01,Hornets,Magic,98,83
8684,2015-03-01,Thunder,Lakers,108,101
8685,2015-03-01,Pelicans,Nuggets,99,92
8686,2015-03-02,Raptors,76ers,114,103
8687,2015-03-02,Warriors,Nets,108,110
8688,2015-03-02,Suns,Heat,98,115
8689,2015-03-02,Clippers,Timberwolves,110,105
8690,2015-03-02,Pelicans,Mavericks,93,102
8691,2015-03-03,Kings,Knicks,124,86
8692,2015-03-03,Lakers,Hornets,103,104
8693,2015-03-03,Celtics,Cavaliers,79,110
8694,2015-03-03,Rockets,Hawks,96,104
8695,2015-03-03,Wizards,Bulls,92,97
8696,2015-03-03,Jazz,Grizzlies,93,82
8697,2015-03-03,Bucks,Nuggets,95,106
8698,2015-03-04,Knicks,Pacers,82,105
8699,2015-03-04,Suns,Magic,105,100
8700,2015-03-04,Jazz,Celtics,84,85
8701,2015-03-04,Hornets,Nets,115,91
8702,2015-03-04,Cavaliers,Raptors,120,112
8703,2015-03-04,Grizzlies,Rockets,102,100
8704,2015-03-04,Nuggets,Timberwolves,100,85
8705,2015-03-04,Pistons,Pelicans,85,88
8706,2015-03-04,76ers,Thunder,118,123
8707,2015-03-04,Lakers,Heat,94,100
8708,2015-03-04,Kings,Spurs,85,112
8709,2015-03-04,Bucks,Warriors,93,102
8710,2015-03-04,Trail Blazers,Clippers,98,93
8711,2015-03-05,Thunder,Bulls,105,108
8712,2015-03-05,Mavericks,Trail Blazers,75,94
8713,2015-03-06,Raptors,Hornets,94,103
8714,2015-03-06,Bulls,Pacers,84,98
8715,2015-03-06,Kings,Magic,114,119
8716,2015-03-06,Jazz,76ers,89,83
8717,2015-03-06,Heat,Wizards,97,99
8718,2015-03-06,Cavaliers,Hawks,97,106
8719,2015-03-06,Suns,Nets,108,100
8720,2015-03-06,Pistons,Rockets,93,103
8721,2015-03-06,Lakers,Grizzlies,90,97
8722,2015-03-06,Celtics,Pelicans,104,98
8723,2015-03-06,Nuggets,Spurs,111,120
8724,2015-03-06,Mavericks,Warriors,89,104
8725,2015-03-07,Grizzlies,Pelicans,89,95
8726,2015-03-07,Suns,Cavaliers,79,89
8727,2015-03-07,Kings,Heat,109,114
8728,2015-03-07,Pacers,Knicks,92,86
8729,2015-03-07,Hawks,76ers,84,92
8730,2015-03-07,Trail Blazers,Timberwolves,113,121
8731,2015-03-07,Wizards,Bucks,85,91
8732,2015-03-07,Rockets,Nuggets,114,100
8733,2015-03-08,Bulls,Spurs,105,116
8734,2015-03-08,Clippers,Warriors,98,106
8735,2015-03-08,Jazz,Nets,95,88
8736,2015-03-08,Hornets,Pistons,108,101
8737,2015-03-08,Celtics,Magic,98,103
8738,2015-03-08,Raptors,Thunder,104,108
8739,2015-03-08,Mavericks,Lakers,100,93
8740,2015-03-09,Wizards,Hornets,95,69
8741,2015-03-09,Kings,Hawks,105,130
8742,2015-03-09,Celtics,Heat,100,90
8743,2015-03-09,Grizzlies,Bulls,101,91
8744,2015-03-09,Pelicans,Bucks,114,103
8745,2015-03-09,Knicks,Nuggets,78,106
8746,2015-03-09,Warriors,Suns,98,80
8747,2015-03-09,Timberwolves,Clippers,76,89
8748,2015-03-10,Magic,Pacers,86,118
8749,2015-03-10,Pelicans,Nets,111,91
8750,2015-03-10,Cavaliers,Mavericks,127,94
8751,2015-03-10,Raptors,Spurs,107,117
8752,2015-03-10,Knicks,Jazz,82,87
8753,2015-03-10,Pistons,Lakers,85,93
8754,2015-03-11,Kings,Hornets,113,106
8755,2015-03-11,Bulls,76ers,104,95
8756,2015-03-11,Grizzlies,Celtics,92,95
8757,2015-03-11,Nets,Heat,98,104
8758,2015-03-11,Magic,Bucks,91,97
8759,2015-03-11,Clippers,Thunder,120,108
8760,2015-03-11,Hawks,Nuggets,102,115
8761,2015-03-11,Timberwolves,Suns,97,106
8762,2015-03-11,Pistons,Warriors,98,105
8763,2015-03-11,Rockets,Trail Blazers,100,105
8764,2015-03-12,Bucks,Pacers,103,109
8765,2015-03-12,Grizzlies,Wizards,87,107
8766,2015-03-12,Rockets,Jazz,91,109
8767,2015-03-12,Cavaliers,Spurs,128,125
8768,2015-03-12,Knicks,Lakers,101,94
8769,2015-03-13,Bulls,Hornets,91,101
8770,2015-03-13,Kings,76ers,107,114
8771,2015-03-13,Magic,Celtics,88,95
8772,2015-03-13,Heat,Raptors,92,102
8773,2015-03-13,Timberwolves,Thunder,99,113
8774,2015-03-13,Clippers,Mavericks,99,129
8775,2015-03-13,Warriors,Nuggets,103,114
8776,2015-03-13,Hawks,Suns,96,87
8777,2015-03-13,Pistons,Trail Blazers,99,118
8778,2015-03-14,Celtics,Pacers,93,89
8779,2015-03-14,Kings,Wizards,97,113
8780,2015-03-14,Nets,76ers,94,87
8781,2015-03-14,Bucks,Grizzlies,83,96
8782,2015-03-14,Pistons,Jazz,85,88
8783,2015-03-14,Knicks,Warriors,94,125
8784,2015-03-15,Bulls,Thunder,100,109
8785,2015-03-15,Rockets,Clippers,100,98
8786,2015-03-15,Nuggets,Pelicans,118,111
8787,2015-03-15,Cavaliers,Magic,123,108
8788,2015-03-15,Timberwolves,Spurs,97,123
8789,2015-03-15,Trail Blazers,Raptors,113,97
8790,2015-03-15,Knicks,Suns,89,102
8791,2015-03-15,Hawks,Lakers,91,86
8792,2015-03-16,Raptors,Pacers,117,98
8793,2015-03-16,Trail Blazers,Wizards,97,105
8794,2015-03-16,76ers,Celtics,89,108
8795,2015-03-16,Nuggets,Grizzlies,81,92
8796,2015-03-16,Nets,Timberwolves,122,106
8797,2015-03-16,Cavaliers,Heat,92,106
8798,2015-03-16,Thunder,Mavericks,115,119
8799,2015-03-16,Hornets,Jazz,66,94
8800,2015-03-16,Hawks,Kings,110,103
8801,2015-03-16,Lakers,Warriors,105,108
8802,2015-03-17,Grizzlies,Pistons,95,105
8803,2015-03-17,Spurs,Knicks,100,104
8804,2015-03-17,Magic,Rockets,94,107
8805,2015-03-17,Bucks,Pelicans,84,85
8806,2015-03-17,Hornets,Clippers,92,99
8807,2015-03-18,Nets,Cavaliers,92,117
8808,2015-03-18,Pistons,76ers,83,94
8809,2015-03-18,Trail Blazers,Heat,104,108
8810,2015-03-18,Timberwolves,Raptors,100,105
8811,2015-03-18,Pacers,Bulls,86,103
8812,2015-03-18,Spurs,Bucks,114,103
8813,2015-03-18,Celtics,Thunder,118,122
8814,2015-03-18,Magic,Mavericks,102,107
8815,2015-03-18,Clippers,Kings,116,105
8816,2015-03-18,Hawks,Warriors,95,114
8817,2015-03-18,Wizards,Jazz,88,84
8818,2015-03-19,Timberwolves,Knicks,95,92
8819,2015-03-19,Nuggets,Rockets,108,118
8820,2015-03-19,Pelicans,Suns,72,74
8821,2015-03-19,Jazz,Lakers,80,73
8822,2015-03-20,Trail Blazers,Magic,104,111
8823,2015-03-20,Knicks,76ers,81,97
8824,2015-03-20,Bucks,Nets,127,129
8825,2015-03-20,Pacers,Cavaliers,92,95
8826,2015-03-20,Nuggets,Heat,91,108
8827,2015-03-20,Raptors,Bulls,92,108
8828,2015-03-20,Hawks,Thunder,115,123
8829,2015-03-20,Grizzlies,Mavericks,112,101
8830,2015-03-20,Celtics,Spurs,89,101
8831,2015-03-20,Hornets,Kings,91,101
8832,2015-03-20,Pelicans,Warriors,96,112
8833,2015-03-20,Wizards,Clippers,99,113
8834,2015-03-21,Nets,Pacers,123,111
8835,2015-03-21,Bulls,Pistons,91,107
8836,2015-03-21,Suns,Rockets,117,102
8837,2015-03-21,Trail Blazers,Grizzlies,86,97
8838,2015-03-21,Jazz,Warriors,91,106
8839,2015-03-22,Cavaliers,Bucks,108,90
8840,2015-03-22,Heat,Thunder,75,93
8841,2015-03-22,Spurs,Hawks,114,95
8842,2015-03-22,Pelicans,Clippers,100,107
8843,2015-03-22,Knicks,Raptors,89,106
8844,2015-03-22,Wizards,Kings,86,109
8845,2015-03-22,Pistons,Celtics,105,97
8846,2015-03-22,Nuggets,Magic,119,100
8847,2015-03-22,Hornets,Timberwolves,109,98
8848,2015-03-22,Mavericks,Suns,92,98
8849,2015-03-22,76ers,Lakers,87,101
8850,2015-03-23,Rockets,Pacers,110,100
8851,2015-03-23,Celtics,Nets,110,91
8852,2015-03-23,Grizzlies,Knicks,103,82
8853,2015-03-23,Hornets,Bulls,86,98
8854,2015-03-23,Timberwolves,Jazz,106,104
8855,2015-03-23,Wizards,Warriors,76,107
8856,2015-03-24,Raptors,Pistons,104,108
8857,2015-03-24,Heat,Bucks,88,89
8858,2015-03-24,Lakers,Thunder,117,127
8859,2015-03-24,Spurs,Mavericks,94,101
8860,2015-03-24,76ers,Kings,106,107
8861,2015-03-24,Warriors,Trail Blazers,122,108
8862,2015-03-25,Nets,Hornets,91,88
8863,2015-03-25,Clippers,Knicks,111,80
8864,2015-03-25,Hawks,Magic,95,83
8865,2015-03-25,Pacers,Wizards,103,101
8866,2015-03-25,Bulls,Raptors,116,103
8867,2015-03-25,Heat,Celtics,93,86
8868,2015-03-25,Cavaliers,Grizzlies,111,89
8869,2015-03-25,Lakers,Timberwolves,101,99
8870,2015-03-25,Rockets,Pelicans,95,93
8871,2015-03-25,76ers,Nuggets,99,85
8872,2015-03-25,Trail Blazers,Jazz,92,89
8873,2015-03-25,Thunder,Spurs,91,130
8874,2015-03-25,Kings,Suns,108,99
8875,2015-03-26,Pacers,Bucks,107,111
8876,2015-03-27,Pistons,Magic,111,97
8877,2015-03-27,Clippers,76ers,119,98
8878,2015-03-27,Hornets,Wizards,107,110
8879,2015-03-27,Heat,Hawks,86,99
8880,2015-03-27,Cavaliers,Nets,98,106
8881,2015-03-27,Celtics,Knicks,96,92
8882,2015-03-27,Lakers,Raptors,83,94
8883,2015-03-27,Timberwolves,Rockets,110,120
8884,2015-03-27,Warriors,Grizzlies,107,84
8885,2015-03-27,Kings,Pelicans,88,102
8886,2015-03-27,Mavericks,Spurs,76,94
8887,2015-03-27,Jazz,Nuggets,91,107
8888,2015-03-27,Trail Blazers,Suns,87,81
8889,2015-03-28,Hawks,Hornets,100,115
8890,2015-03-28,Knicks,Bulls,80,111
8891,2015-03-28,Warriors,Bucks,108,95
8892,2015-03-28,Thunder,Jazz,89,94
8893,2015-03-28,Nuggets,Trail Blazers,114,120
8894,2015-03-29,Rockets,Wizards,99,91
8895,2015-03-29,Lakers,Nets,99,107
8896,2015-03-29,Timberwolves,Pelicans,88,110
8897,2015-03-29,76ers,Cavaliers,86,87
8898,2015-03-29,Clippers,Celtics,119,106
8899,2015-03-29,Pistons,Heat,102,109
8900,2015-03-29,Grizzlies,Spurs,89,103
8901,2015-03-29,Mavericks,Pacers,99,104
8902,2015-03-29,Thunder,Suns,109,97
8903,2015-03-30,Celtics,Hornets,116,104
8904,2015-03-30,Lakers,76ers,113,111
8905,2015-03-30,Bucks,Hawks,88,101
8906,2015-03-30,Rockets,Raptors,96,99
8907,2015-03-30,Kings,Grizzlies,83,97
8908,2015-03-30,Jazz,Timberwolves,104,84
8909,2015-03-30,Suns,Trail Blazers,86,109
8910,2015-03-31,Pacers,Nets,106,111
8911,2015-03-31,Hawks,Pistons,95,105
8912,2015-03-31,Spurs,Heat,95,81
8913,2015-03-31,Warriors,Clippers,110,106
8914,2015-04-01,Pistons,Hornets,78,102
8915,2015-04-01,Spurs,Magic,103,91
8916,2015-04-01,76ers,Wizards,93,106
8917,2015-04-01,Pacers,Celtics,87,100
8918,2015-04-01,Nets,Knicks,100,98
8919,2015-04-01,Kings,Rockets,111,115
8920,2015-04-01,Bulls,Bucks,91,95
8921,2015-04-01,Raptors,Timberwolves,113,99
8922,2015-04-01,Mavericks,Thunder,135,131
8923,2015-04-01,Nuggets,Jazz,84,98
8924,2015-04-01,Clippers,Trail Blazers,126,122
8925,2015-04-01,Pelicans,Lakers,113,92
8926,2015-04-02,Heat,Cavaliers,88,114
8927,2015-04-02,Rockets,Mavericks,108,101
8928,2015-04-02,Suns,Warriors,106,107
8929,2015-04-03,Hornets,Pacers,74,93
8930,2015-04-03,Knicks,Wizards,87,101
8931,2015-04-03,Bucks,Celtics,110,101
8932,2015-04-03,Raptors,Nets,109,114
8933,2015-04-03,Pistons,Bulls,82,88
8934,2015-04-03,Thunder,Grizzlies,92,100
8935,2015-04-03,Magic,Timberwolves,97,84
8936,2015-04-03,Nuggets,Spurs,93,123
8937,2015-04-03,Pelicans,Kings,101,95
8938,2015-04-03,Trail Blazers,Lakers,107,77
8939,2015-04-04,76ers,Hornets,91,92
8940,2015-04-04,Nets,Hawks,99,131
8941,2015-04-04,Heat,Pistons,98,99
8942,2015-04-04,Celtics,Raptors,117,116
8943,2015-04-04,Wizards,Grizzlies,92,83
8944,2015-04-04,Warriors,Mavericks,123,110
8945,2015-04-04,Magic,Bucks,97,90
8946,2015-04-04,Clippers,Nuggets,107,92
8947,2015-04-04,Jazz,Suns,85,87
8948,2015-04-04,Pelicans,Trail Blazers,90,99
8949,2015-04-05,Rockets,Thunder,115,112
8950,2015-04-05,Bulls,Cavaliers,94,99
8951,2015-04-05,Heat,Pacers,89,112
8952,2015-04-05,Warriors,Spurs,92,107
8953,2015-04-05,76ers,Knicks,91,101
8954,2015-04-05,Jazz,Kings,101,95
8955,2015-04-05,Clippers,Lakers,106,78
8956,2015-04-06,Trail Blazers,Nets,96,106
8957,2015-04-07,Suns,Hawks,69,96
8958,2015-04-07,Hornets,Heat,100,105
8959,2015-04-07,Warriors,Pelicans,100,103
8960,2015-04-07,Spurs,Thunder,113,88
8961,2015-04-07,Timberwolves,Kings,111,116
8962,2015-04-07,Lakers,Clippers,100,105
8963,2015-04-08,Raptors,Hornets,92,74
8964,2015-04-08,Bulls,Magic,103,105
8965,2015-04-08,Wizards,76ers,119,90
8966,2015-04-08,Celtics,Pistons,113,103
8967,2015-04-08,Hawks,Nets,114,111
8968,2015-04-08,Pacers,Knicks,102,86
8969,2015-04-08,Pelicans,Grizzlies,74,110
8970,2015-04-08,Cavaliers,Bucks,104,99
8971,2015-04-08,Rockets,Spurs,98,110
8972,2015-04-08,Lakers,Nuggets,101,119
8973,2015-04-08,Kings,Jazz,91,103
8974,2015-04-08,Suns,Mavericks,104,107
8975,2015-04-08,Timberwolves,Trail Blazers,91,116
8976,2015-04-09,Bulls,Heat,89,78
8977,2015-04-09,Trail Blazers,Warriors,105,116
8978,2015-04-10,Raptors,Magic,101,99
8979,2015-04-10,Hornets,Hawks,80,104
8980,2015-04-10,Wizards,Nets,80,117
8981,2015-04-10,Celtics,Cavaliers,99,90
8982,2015-04-10,Pacers,Pistons,107,103
8983,2015-04-10,Bucks,Knicks,99,91
8984,2015-04-10,Spurs,Rockets,104,103
8985,2015-04-10,Suns,Pelicans,75,90
8986,2015-04-10,Kings,Thunder,103,116
8987,2015-04-10,Mavericks,Nuggets,144,143
8988,2015-04-10,Grizzlies,Jazz,89,88
8989,2015-04-10,Timberwolves,Lakers,98,106
8990,2015-04-11,Knicks,Magic,80,79
8991,2015-04-11,Raptors,Heat,107,104
8992,2015-04-11,76ers,Bulls,107,114
8993,2015-04-11,Grizzlies,Clippers,86,94
8994,2015-04-11,Jazz,Trail Blazers,111,105
8995,2015-04-11,Timberwolves,Warriors,101,110
8996,2015-04-12,Nets,Bucks,73,96
8997,2015-04-12,Cavaliers,Celtics,78,117
8998,2015-04-12,Hornets,Pistons,77,116
8999,2015-04-12,Kings,Nuggets,111,122
9000,2015-04-12,Thunder,Pacers,104,116
9001,2015-04-12,Hawks,Wizards,99,108
9002,2015-04-12,Pelicans,Rockets,114,121
9003,2015-04-12,Suns,Spurs,91,107
9004,2015-04-12,Mavericks,Lakers,120,106
9005,2015-04-13,Rockets,Hornets,100,90
9006,2015-04-13,Pistons,Cavaliers,97,109
9007,2015-04-13,Bucks,76ers,107,97
9008,2015-04-13,Knicks,Hawks,112,108
9009,2015-04-13,Bulls,Nets,113,86
9010,2015-04-13,Magic,Heat,93,100
9011,2015-04-13,Pelicans,Timberwolves,100,88
9012,2015-04-13,Trail Blazers,Thunder,90,101
9013,2015-04-13,Mavericks,Jazz,92,109
9014,2015-04-13,Lakers,Kings,92,102
9015,2015-04-13,Grizzlies,Warriors,107,111
9016,2015-04-13,Nuggets,Clippers,103,110
9017,2015-04-14,Raptors,Celtics,93,95
9018,2015-04-14,Wizards,Pacers,95,99
9019,2015-04-14,Clippers,Suns,112,101
9020,2015-04-15,Hornets,Raptors,87,92
9021,2015-04-15,Hawks,Bulls,85,91
9022,2015-04-15,Trail Blazers,Mavericks,98,114
9023,2015-04-15,Jazz,Rockets,91,117
9024,2015-04-15,Celtics,Bucks,105,100
9025,2015-04-15,Thunder,Timberwolves,138,113
9026,2015-04-15,Spurs,Pelicans,103,108
9027,2015-04-15,Magic,Nets,88,101
9028,2015-04-15,Wizards,Cavaliers,108,113
9029,2015-04-15,Pistons,Knicks,112,90
9030,2015-04-15,Heat,76ers,105,101
9031,2015-04-15,Pacers,Grizzlies,83,95
9032,2015-04-15,Nuggets,Warriors,126,133
9033,2015-04-15,Kings,Lakers,122,99
9034,2015-04-18,Wizards,Raptors,93,86
9035,2015-04-18,Pelicans,Warriors,99,106
9036,2015-04-18,Bucks,Bulls,91,103
9037,2015-04-18,Mavericks,Rockets,108,118
9038,2015-04-19,Celtics,Cavaliers,100,113
9039,2015-04-19,Nets,Hawks,92,99
9040,2015-04-19,Trail Blazers,Grizzlies,86,100
9041,2015-04-19,Spurs,Clippers,92,107
9042,2015-04-20,Bucks,Bulls,82,91
9043,2015-04-20,Pelicans,Warriors,87,97
9044,2015-04-21,Celtics,Cavaliers,91,99
9045,2015-04-21,Wizards,Raptors,117,106
9046,2015-04-21,Mavericks,Rockets,99,111
9047,2015-04-22,Nets,Hawks,91,96
9048,2015-04-22,Trail Blazers,Grizzlies,82,97
9049,2015-04-22,Spurs,Clippers,111,107
9050,2015-04-23,Cavaliers,Celtics,103,95
9051,2015-04-23,Bulls,Bucks,113,106
9052,2015-04-23,Warriors,Pelicans,123,119
9053,2015-04-24,Rockets,Mavericks,130,128
9054,2015-04-24,Raptors,Wizards,99,106
9055,2015-04-24,Clippers,Spurs,73,100
9056,2015-04-25,Hawks,Nets,83,91
9057,2015-04-25,Bulls,Bucks,90,92
9058,2015-04-25,Warriors,Pelicans,109,98
9059,2015-04-25,Grizzlies,Trail Blazers,115,109
9060,2015-04-26,Cavaliers,Celtics,101,93
9061,2015-04-26,Clippers,Spurs,114,105
9062,2015-04-26,Raptors,Wizards,94,125
9063,2015-04-26,Rockets,Mavericks,109,121
9064,2015-04-27,Hawks,Nets,115,120
9065,2015-04-27,Bucks,Bulls,94,88
9066,2015-04-27,Grizzlies,Trail Blazers,92,99
9067,2015-04-28,Mavericks,Rockets,94,103
