,DATE,EQUIPE1,EQUIPE2,SCORE1,SCORE2
598,2009-03-25,Bobcats,Wizards,93,95
599,2009-03-25,Clippers,Knicks,140,135
600,2009-03-25,Nuggets,Hornets,101,88
601,2009-03-25,Celtics,Magic,82,84
602,2009-03-25,Warriors,Mavericks,106,128
603,2009-03-25,Jazz,Suns,114,118
604,2009-03-26,Lakers,Pistons,92,77
605,2009-03-26,Heat,Bulls,87,106
606,2009-03-26,Suns,Trail Blazers,109,129
607,2009-03-27,Bucks,Magic,94,110
608,2009-03-27,Bobcats,76ers,100,95
609,2009-03-27,Thunder,Raptors,96,112
610,2009-03-27,Celtics,Hawks,99,93
611,2009-03-27,Timberwolves,Cavaliers,85,107
612,2009-03-27,Lakers,Nets,103,95
613,2009-03-27,Hornets,Knicks,93,103
614,2009-03-27,Nuggets,Mavericks,103,101
615,2009-03-27,Clippers,Spurs,98,111
616,2009-03-27,Grizzlies,Kings,113,95
617,2009-03-28,Pacers,Bulls,106,112
618,2009-03-28,Knicks,Bobcats,85,96
619,2009-03-28,Pistons,Wizards,98,96
620,2009-03-28,Bucks,Heat,85,102
621,2009-03-28,Clippers,Rockets,93,110
622,2009-03-28,Warriors,Nuggets,116,129
623,2009-03-28,Suns,Jazz,99,104
624,2009-03-28,Grizzlies,Trail Blazers,66,86
625,2009-03-29,Mavericks,Cavaliers,74,102
626,2009-03-29,Lakers,Hawks,76,86
627,2009-03-29,Nets,Timberwolves,99,108
628,2009-03-29,Bulls,Raptors,129,134
629,2009-03-29,76ers,Pistons,97,101
630,2009-03-29,Thunder,Celtics,84,103
631,2009-03-29,Wizards,Pacers,115,124
632,2009-03-29,Spurs,Hornets,86,90
633,2009-03-29,Suns,Kings,118,126
634,2009-03-30,Magic,Heat,101,95
635,2009-03-30,Bucks,Nets,107,78
636,2009-03-30,Knicks,Jazz,104,112
637,2009-03-30,Grizzlies,Warriors,114,109
638,2009-03-31,Lakers,Bobcats,84,94
639,2009-03-31,Pistons,Cavaliers,73,79
640,2009-03-31,Bulls,Pacers,105,107
641,2009-03-31,Hawks,76ers,85,98
642,2009-03-31,Mavericks,Timberwolves,108,88
643,2009-03-31,Thunder,Spurs,96,95
644,2009-03-31,Knicks,Nuggets,104,111
645,2009-03-31,Jazz,Trail Blazers,104,125
646,2009-03-31,Hornets,Kings,111,110
647,2009-04-01,Raptors,Magic,99,95
648,2009-04-01,Bobcats,Celtics,109,111
649,2009-04-01,Pistons,Nets,98,111
650,2009-04-01,Wizards,Grizzlies,107,112
651,2009-04-01,Lakers,Bucks,104,98
652,2009-04-01,Heat,Mavericks,96,98
653,2009-04-01,Rockets,Suns,109,114
654,2009-04-01,Kings,Warriors,141,143
655,2009-04-01,Hornets,Clippers,104,98
656,2009-04-02,Bucks,76ers,95,105
657,2009-04-02,Cavaliers,Wizards,101,109
658,2009-04-02,Jazz,Nuggets,104,114
659,2009-04-03,Heat,Bobcats,97,92
660,2009-04-03,Spurs,Pacers,126,121
661,2009-04-03,Hawks,Celtics,92,104
662,2009-04-03,Mavericks,Grizzlies,102,107
663,2009-04-03,Trail Blazers,Thunder,107,72
664,2009-04-03,Cavaliers,Magic,87,116
665,2009-04-03,Timberwolves,Jazz,103,102
666,2009-04-03,Kings,Suns,111,139
667,2009-04-03,Hornets,Warriors,103,111
668,2009-04-03,Rockets,Lakers,81,93
669,2009-04-04,Raptors,Knicks,102,95
670,2009-04-04,Nets,Bulls,94,103
671,2009-04-04,Pistons,76ers,90,95
672,2009-04-04,Magic,Hawks,88,82
673,2009-04-04,Heat,Wizards,118,104
674,2009-04-04,Grizzlies,Bucks,107,102
675,2009-04-04,Clippers,Nuggets,104,120
676,2009-04-05,Spurs,Cavaliers,81,101
677,2009-04-05,Suns,Mavericks,116,140
678,2009-04-05,Bobcats,Pistons,97,104
679,2009-04-05,Knicks,Raptors,112,103
680,2009-04-05,Trail Blazers,Rockets,88,102
681,2009-04-05,Nuggets,Timberwolves,110,87
682,2009-04-05,Jazz,Hornets,108,94
683,2009-04-05,Pacers,Thunder,117,99
684,2009-04-05,76ers,Nets,67,96
685,2009-04-05,Warriors,Kings,105,100
686,2009-04-05,Clippers,Lakers,85,88
687,2009-04-07,76ers,Bobcats,98,101
688,2009-04-07,Hawks,Raptors,118,110
689,2009-04-07,Hornets,Heat,93,87
690,2009-04-07,Trail Blazers,Grizzlies,96,93
691,2009-04-07,Spurs,Thunder,99,89
692,2009-04-07,Knicks,Bulls,103,110
693,2009-04-07,Magic,Rockets,83,93
694,2009-04-07,Lakers,Kings,122,104
695,2009-04-07,Timberwolves,Clippers,87,77
696,2009-04-08,Wizards,Cavaliers,86,98
697,2009-04-08,Raptors,Pacers,101,130
698,2009-04-08,Grizzlies,Magic,78,81
699,2009-04-08,Trail Blazers,Spurs,95,83
700,2009-04-08,Nets,Celtics,104,106
701,2009-04-08,Pistons,Knicks,113,86
702,2009-04-08,Hawks,Bucks,113,105
703,2009-04-08,Suns,Hornets,105,100
704,2009-04-08,Thunder,Nuggets,112,122
705,2009-04-08,Jazz,Mavericks,101,130
706,2009-04-08,Timberwolves,Warriors,105,97
707,2009-04-09,76ers,Bulls,99,113
708,2009-04-09,Rockets,Kings,115,98
709,2009-04-09,Nuggets,Lakers,102,116
710,2009-04-10,Cavaliers,76ers,102,92
711,2009-04-10,Pacers,Hawks,118,122
712,2009-04-10,Heat,Celtics,98,105
713,2009-04-10,Knicks,Magic,105,95
714,2009-04-10,Nets,Pistons,93,100
715,2009-04-10,Suns,Grizzlies,89,106
716,2009-04-10,Bobcats,Thunder,81,84
717,2009-04-10,Wizards,Raptors,100,98
718,2009-04-10,Hornets,Mavericks,92,100
719,2009-04-10,Jazz,Spurs,99,105
720,2009-04-10,Lakers,Trail Blazers,98,106
721,2009-04-10,Rockets,Warriors,113,109
722,2009-04-10,Kings,Clippers,78,109
723,2009-04-11,Pistons,Pacers,102,106
724,2009-04-11,Magic,Nets,93,103
725,2009-04-11,Suns,Timberwolves,110,97
726,2009-04-11,Bobcats,Bulls,106,113
727,2009-04-11,Thunder,Bucks,98,115
728,2009-04-11,Warriors,Jazz,118,108
729,2009-04-11,Trail Blazers,Clippers,87,72
730,2009-04-12,Mavericks,Hornets,92,102
731,2009-04-12,Celtics,Cavaliers,76,107
732,2009-04-12,Knicks,Heat,105,122
733,2009-04-12,76ers,Raptors,104,111
734,2009-04-12,Spurs,Kings,95,92
735,2009-04-12,Grizzlies,Lakers,75,92
736,2009-04-13,Cavaliers,Pacers,117,109
737,2009-04-13,Raptors,Wizards,97,96
738,2009-04-13,Bulls,Pistons,91,88
739,2009-04-13,Bobcats,Nets,87,91
740,2009-04-13,Magic,Bucks,80,98
741,2009-04-13,Timberwolves,Mavericks,94,96
742,2009-04-13,Hornets,Rockets,66,86
743,2009-04-13,Kings,Nuggets,98,118
744,2009-04-13,Clippers,Jazz,85,106
745,2009-04-13,Grizzlies,Suns,110,119
746,2009-04-13,Thunder,Trail Blazers,83,113
747,2009-04-13,Spurs,Warriors,101,72
748,2009-04-14,Heat,Hawks,79,81
749,2009-04-14,Celtics,76ers,100,98
750,2009-04-14,Jazz,Lakers,112,125
751,2009-04-15,Wizards,Celtics,107,115
752,2009-04-15,Raptors,Bulls,109,98
753,2009-04-15,76ers,Cavaliers,111,110
754,2009-04-15,Rockets,Mavericks,84,95
755,2009-04-15,Bucks,Pacers,108,115
756,2009-04-15,Hawks,Grizzlies,90,98
757,2009-04-15,Pistons,Heat,96,102
758,2009-04-15,Kings,Timberwolves,97,90
759,2009-04-15,Nets,Knicks,73,102
760,2009-04-15,Bobcats,Magic,73,98
761,2009-04-15,Hornets,Spurs,98,105
762,2009-04-15,Thunder,Clippers,126,85
763,2009-04-15,Warriors,Suns,113,117
764,2009-04-15,Nuggets,Trail Blazers,76,104
765,2009-04-18,Bulls,Celtics,105,103
766,2009-04-18,Pistons,Cavaliers,84,102
767,2009-04-18,Mavericks,Spurs,105,97
768,2009-04-18,Rockets,Trail Blazers,108,81
769,2009-04-19,Jazz,Lakers,100,113
770,2009-04-19,76ers,Magic,100,98
771,2009-04-19,Heat,Hawks,64,90
772,2009-04-19,Hornets,Nuggets,84,113
773,2009-04-20,Bulls,Celtics,115,118
774,2009-04-20,Mavericks,Spurs,84,105
775,2009-04-21,Pistons,Cavaliers,82,94
776,2009-04-21,Rockets,Trail Blazers,103,107
777,2009-04-21,Jazz,Lakers,109,119
778,2009-04-22,76ers,Magic,87,96
779,2009-04-22,Heat,Hawks,108,93
780,2009-04-22,Hornets,Nuggets,93,108
781,2009-04-23,Celtics,Bulls,107,86
782,2009-04-23,Spurs,Mavericks,67,88
783,2009-04-23,Lakers,Jazz,86,88
784,2009-04-24,Cavaliers,Pistons,79,68
785,2009-04-24,Magic,76ers,94,96
786,2009-04-24,Trail Blazers,Rockets,83,86
787,2009-04-25,Nuggets,Hornets,93,95
788,2009-04-25,Spurs,Mavericks,90,99
789,2009-04-25,Hawks,Heat,78,107
790,2009-04-25,Lakers,Jazz,108,94
791,2009-04-26,Celtics,Bulls,118,121
792,2009-04-26,Cavaliers,Pistons,99,78
793,2009-04-26,Magic,76ers,84,81
794,2009-04-26,Trail Blazers,Rockets,88,89
795,2009-04-27,Hawks,Heat,81,71
796,2009-04-27,Nuggets,Hornets,121,63
797,2009-04-27,Jazz,Lakers,96,107
798,2009-04-28,Bulls,Celtics,104,106
799,2009-04-28,76ers,Magic,78,91
800,2009-04-28,Mavericks,Spurs,106,93
801,2009-04-28,Rockets,Trail Blazers,77,88
802,2009-04-29,Heat,Hawks,91,106
803,2009-04-29,Hornets,Nuggets,86,107
804,2009-04-30,Celtics,Bulls,127,128
805,2009-04-30,Magic,76ers,114,89
806,2009-04-30,Trail Blazers,Rockets,76,92
807,2009-05-01,Hawks,Heat,72,98
808,2009-05-02,Bulls,Celtics,99,109
809,2009-05-03,Heat,Hawks,78,91
810,2009-05-03,Mavericks,Nuggets,95,109
811,2009-05-04,Rockets,Lakers,100,92
812,2009-05-04,Magic,Celtics,95,90
813,2009-05-05,Mavericks,Nuggets,105,117
814,2009-05-05,Hawks,Cavaliers,72,99
815,2009-05-06,Rockets,Lakers,98,111
816,2009-05-06,Magic,Celtics,94,112
817,2009-05-07,Hawks,Cavaliers,85,105
818,2009-05-08,Lakers,Rockets,108,94
819,2009-05-08,Celtics,Magic,96,117
820,2009-05-09,Nuggets,Mavericks,106,105
821,2009-05-09,Cavaliers,Hawks,97,82
822,2009-05-10,Lakers,Rockets,87,99
823,2009-05-10,Celtics,Magic,95,94
824,2009-05-11,Nuggets,Mavericks,117,119
825,2009-05-11,Cavaliers,Hawks,84,74
826,2009-05-12,Rockets,Lakers,78,118
827,2009-05-12,Magic,Celtics,88,92
828,2009-05-13,Mavericks,Nuggets,110,124
829,2009-05-14,Lakers,Rockets,80,95
830,2009-05-14,Celtics,Magic,75,83
831,2009-05-17,Rockets,Lakers,70,89
832,2009-05-17,Magic,Celtics,101,82
833,2009-05-19,Nuggets,Lakers,103,105
834,2009-05-20,Magic,Cavaliers,107,106
835,2009-05-21,Nuggets,Lakers,106,103
836,2009-05-22,Magic,Cavaliers,95,96
837,2009-05-23,Lakers,Nuggets,103,97
838,2009-05-24,Cavaliers,Magic,89,99
839,2009-05-25,Lakers,Nuggets,101,120
840,2009-05-26,Cavaliers,Magic,114,116
841,2009-05-27,Nuggets,Lakers,94,103
842,2009-05-28,Magic,Cavaliers,102,112
843,2009-05-29,Lakers,Nuggets,119,92
844,2009-05-30,Cavaliers,Magic,90,103
845,2009-06-04,Magic,Lakers,75,100
846,2009-06-07,Magic,Lakers,96,101
847,2009-06-09,Lakers,Magic,104,108
848,2009-06-11,Lakers,Magic,99,91
849,2009-06-14,Lakers,Magic,99,86
850,2009-10-01,Nuggets,Jazz,87,103
851,2009-10-02,Bulls,Pacers,104,95
852,2009-10-03,Partizan,Nuggets,70,102
853,2009-10-04,Nets,Knicks,107,115
854,2009-10-04,Bucks,Timberwolves,103,117
855,2009-10-04,Clippers,Warriors,101,108
856,2009-10-05,Heat,Pistons,83,87
857,2009-10-05,Magic,Mavericks,110,105
858,2009-10-06,Jazz,Bulls,101,102
859,2009-10-06,Grizzlies,Wizards,92,101
860,2009-10-06,Bobcats,Cavaliers,87,92
861,2009-10-06,Raptors,76ers,98,107
862,2009-10-06,Rockets,Spurs,99,85
863,2009-10-06,Partizan,Suns,80,111
864,2009-10-06,Kings,Trail Blazers,86,98
865,2009-10-07,76ers,Raptors,84,79
866,2009-10-07,Hornets,Hawks,102,108
867,2009-10-07,Heat,Magic,86,90
868,2009-10-07,Bucks,Pistons,104,113
869,2009-10-07,Thunder,Grizzlies,91,99
870,2009-10-07,Celtics,Rockets,90,96
871,2009-10-07,Trail Blazers,Kings,89,86
872,2009-10-07,Warriors,Lakers,101,118
873,2009-10-08,Nuggets,Pacers,104,126
874,2009-10-08,Jazz,Real Madrid,109,87
875,2009-10-08,Hornets,Bobcats,101,108
876,2009-10-09,Nets,76ers,92,93
877,2009-10-09,Mavericks,Wizards,123,115
878,2009-10-09,Rockets,Magic,104,113
879,2009-10-09,Knicks,Celtics,82,96
880,2009-10-09,Raptors,Timberwolves,112,97
881,2009-10-09,Olympiacos,Spurs,89,107
882,2009-10-09,Warriors,Lakers,110,91
883,2009-10-09,Trail Blazers,Clippers,85,97
884,2009-10-10,Thunder,Hornets,79,88
885,2009-10-10,Cavaliers,Bobcats,102,96
886,2009-10-10,Bulls,Bucks,86,98
887,2009-10-10,Warriors,Suns,104,101
888,2009-10-10,Pacers,Nuggets,112,128
889,2009-10-11,Nets,Celtics,93,100
890,2009-10-11,Wizards,Raptors,93,100
891,2009-10-11,Spurs,Heat,95,93
892,2009-10-11,Hawks,Pistons,91,100
893,2009-10-11,Grizzlies,Mavericks,107,114
894,2009-10-12,Bobcats,Hawks,90,107
895,2009-10-12,Olympiacos,Cavaliers,94,111
896,2009-10-12,Magic,Grizzlies,102,83
897,2009-10-12,Suns,Thunder,105,110
898,2009-10-12,Bucks,Rockets,96,92
899,2009-10-12,Warriors,Clippers,117,124
900,2009-10-13,Celtics,Nets,91,88
901,2009-10-13,Wizards,Pistons,101,98
902,2009-10-13,76ers,Knicks,93,85
903,2009-10-13,Bucks,Bulls,86,87
904,2009-10-13,Magic,Hornets,121,86
905,2009-10-14,Wizards,Cavaliers,109,104
906,2009-10-14,Raptors,Celtics,90,106
907,2009-10-14,Hawks,Grizzlies,111,96
908,2009-10-14,Bulls,Timberwolves,99,94
909,2009-10-14,Heat,Thunder,91,96
910,2009-10-14,Clippers,Spurs,93,90
911,2009-10-14,Suns,Trail Blazers,110,104
912,2009-10-15,Rockets,Raptors,124,112
913,2009-10-15,Hornets,Heat,81,97
914,2009-10-15,Pistons,Mavericks,88,113
915,2009-10-15,Trail Blazers,Jazz,96,99
916,2009-10-15,Kings,Lakers,92,98
917,2009-10-16,Rockets,Pacers,104,119
918,2009-10-16,Nets,Knicks,89,93
919,2009-10-16,Timberwolves,Bulls,90,94
920,2009-10-16,Cavaliers,Spurs,98,105
921,2009-10-16,76ers,Suns,113,115
922,2009-10-17,Jazz,Clippers,96,103
923,2009-10-17,Pistons,Grizzlies,94,115
924,2009-10-17,Pacers,Hornets,96,108
925,2009-10-17,Timberwolves,Bucks,87,101
926,2009-10-17,Cavaliers,Mavericks,82,93
927,2009-10-17,Warriors,Kings,94,101
928,2009-10-17,Bobcats,Lakers,87,91
929,2009-10-18,Maccabi Elite,Knicks,91,106
930,2009-10-18,Celtics,Raptors,101,82
931,2009-10-18,76ers,Suns,116,94
932,2009-10-18,Jazz,Bobcats,110,103
933,2009-10-18,Nuggets,Trail Blazers,96,98
934,2009-10-18,Clippers,Lakers,108,114
935,2009-10-19,Wizards,Hawks,95,113
936,2009-10-19,Magic,Bulls,101,98
937,2009-10-19,Thunder,Rockets,85,105
938,2009-10-20,Wizards,76ers,90,89
939,2009-10-20,Bucks,Bobcats,87,94
940,2009-10-20,Celtics,Knicks,103,108
941,2009-10-20,Mavericks,Cavaliers,66,96
942,2009-10-20,Spurs,Thunder,119,102
943,2009-10-20,Timberwolves,Nuggets,100,129
944,2009-10-20,Kings,Suns,127,143
945,2009-10-20,Jazz,Trail Blazers,108,97
946,2009-10-20,Warriors,Lakers,107,113
947,2009-10-20,Maccabi Elite,Clippers,96,108
948,2009-10-21,Knicks,Nets,94,92
949,2009-10-21,Pacers,Magic,87,117
950,2009-10-21,Celtics,Cavaliers,96,82
951,2009-10-21,Grizzlies,Heat,93,99
952,2009-10-22,Hawks,Heat,92,87
953,2009-10-22,Timberwolves,Pistons,122,114
954,2009-10-22,Kings,Thunder,104,89
955,2009-10-22,Nuggets,Lakers,89,106
956,2009-10-22,Trail Blazers,Suns,113,93
957,2009-10-22,Hornets,Warriors,92,126
958,2009-10-23,Grizzlies,Bobcats,95,92
959,2009-10-23,Spurs,Pacers,112,114
960,2009-10-23,Wizards,Bulls,70,93
961,2009-10-23,Raptors,Timberwolves,90,98
962,2009-10-23,76ers,Nets,88,110
963,2009-10-23,Hawks,Magic,86,123
964,2009-10-23,Pistons,Bucks,95,93
965,2009-10-23,Mavericks,Rockets,98,94
966,2009-10-23,Jazz,Kings,95,85
967,2009-10-23,Hornets,Clippers,88,91
968,2009-10-23,Nuggets,Lakers,119,105
969,2009-10-27,Celtics,Cavaliers,95,89
970,2009-10-27,Wizards,Mavericks,102,91
971,2009-10-27,Rockets,Trail Blazers,87,96
972,2009-10-27,Clippers,Lakers,92,99
973,2009-10-28,Pacers,Hawks,109,120
974,2009-10-28,76ers,Magic,106,120
975,2009-10-28,Cavaliers,Raptors,91,101
976,2009-10-28,Bobcats,Celtics,59,92
977,2009-10-28,Knicks,Heat,93,115
978,2009-10-28,Pistons,Grizzlies,96,74
979,2009-10-28,Nets,Timberwolves,93,95
980,2009-10-28,Kings,Thunder,89,102
981,2009-10-28,Hornets,Spurs,96,113
982,2009-10-28,Jazz,Nuggets,105,114
983,2009-10-28,Rockets,Warriors,108,107
984,2009-10-28,Suns,Clippers,109,107
985,2009-10-29,Spurs,Bulls,85,92
986,2009-10-29,Nuggets,Trail Blazers,97,94
987,2009-10-30,Knicks,Bobcats,100,102
988,2009-10-30,Bucks,76ers,86,99
989,2009-10-30,Wizards,Hawks,89,100
990,2009-10-30,Bulls,Celtics,90,118
991,2009-10-30,Thunder,Pistons,91,83
992,2009-10-30,Heat,Pacers,96,83
993,2009-10-30,Raptors,Grizzlies,107,115
994,2009-10-30,Cavaliers,Timberwolves,104,87
995,2009-10-30,Magic,Nets,95,85
996,2009-10-30,Kings,Hornets,92,97
997,2009-10-30,Clippers,Jazz,98,111
998,2009-10-30,Warriors,Suns,101,123
999,2009-10-30,Mavericks,Lakers,94,80
1000,2009-10-31,Nets,Wizards,104,123
1001,2009-10-31,Bobcats,Cavaliers,79,90
1002,2009-10-31,76ers,Knicks,141,127
1003,2009-10-31,Trail Blazers,Rockets,107,111
1004,2009-10-31,Pistons,Bucks,85,96
1005,2009-10-31,Kings,Spurs,94,113
1006,2009-10-31,Mavericks,Clippers,93,84
1007,2009-11-01,Magic,Raptors,125,116
1008,2009-11-01,Hornets,Celtics,87,97
1009,2009-11-01,Bulls,Heat,87,95
1010,2009-11-01,Trail Blazers,Thunder,83,74
1011,2009-11-01,Grizzlies,Nuggets,123,133
1012,2009-11-01,Timberwolves,Suns,112,120
1013,2009-11-01,Hawks,Lakers,110,118
1014,2009-11-02,Nets,Bobcats,68,79
1015,2009-11-02,Hornets,Knicks,111,117
1016,2009-11-02,Rockets,Jazz,113,96
1017,2009-11-02,Grizzlies,Kings,116,127
1018,2009-11-02,Timberwolves,Clippers,90,93
1019,2009-11-03,Wizards,Cavaliers,90,102
1020,2009-11-03,Nuggets,Pacers,111,93
1021,2009-11-03,Celtics,76ers,105,74
1022,2009-11-03,Magic,Pistons,80,85
1023,2009-11-03,Suns,Heat,104,96
1024,2009-11-03,Bucks,Bulls,81,83
1025,2009-11-03,Lakers,Thunder,101,98
1026,2009-11-03,Jazz,Mavericks,85,96
1027,2009-11-03,Hawks,Trail Blazers,97,91
1028,2009-11-04,Suns,Magic,100,122
1029,2009-11-04,Pistons,Raptors,99,110
1030,2009-11-04,Heat,Wizards,93,89
1031,2009-11-04,Nuggets,Nets,122,94
1032,2009-11-04,Pacers,Knicks,101,89
1033,2009-11-04,Celtics,Timberwolves,92,90
1034,2009-11-04,Lakers,Rockets,103,102
1035,2009-11-04,Mavericks,Hornets,107,114
1036,2009-11-04,Hawks,Kings,113,105
1037,2009-11-04,Grizzlies,Warriors,105,113
1038,2009-11-05,Bulls,Cavaliers,86,85
1039,2009-11-05,Spurs,Jazz,99,113
1040,2009-11-06,Hawks,Bobcats,83,103
1041,2009-11-06,Wizards,Pacers,86,102
1042,2009-11-06,Pistons,Magic,103,110
1043,2009-11-06,Nets,76ers,94,97
1044,2009-11-06,Suns,Celtics,110,103
1045,2009-11-06,Nuggets,Heat,88,96
1046,2009-11-06,Bucks,Timberwolves,87,72
1047,2009-11-06,Raptors,Hornets,107,90
1048,2009-11-06,Cavaliers,Knicks,100,91
1049,2009-11-06,Thunder,Rockets,94,105
1050,2009-11-06,Clippers,Warriors,118,90
1051,2009-11-06,Grizzlies,Lakers,98,114
1052,2009-11-06,Spurs,Trail Blazers,84,96
1053,2009-11-07,Nuggets,Hawks,100,125
1054,2009-11-07,Celtics,Nets,86,76
1055,2009-11-07,Bobcats,Bulls,90,93
1056,2009-11-07,Raptors,Mavericks,101,129
1057,2009-11-07,Knicks,Bucks,87,102
1058,2009-11-07,Kings,Jazz,104,99
1059,2009-11-07,Grizzlies,Clippers,110,113
1060,2009-11-08,76ers,Pistons,81,88
1061,2009-11-08,Suns,Wizards,102,90
1062,2009-11-08,Magic,Thunder,74,102
1063,2009-11-08,Timberwolves,Trail Blazers,93,116
1064,2009-11-08,Warriors,Kings,107,120
1065,2009-11-08,Hornets,Lakers,88,104
1066,2009-11-09,Suns,76ers,119,115
1067,2009-11-09,Jazz,Knicks,95,93
1068,2009-11-09,Raptors,Spurs,124,131
1069,2009-11-09,Timberwolves,Warriors,105,146
1070,2009-11-09,Hornets,Clippers,112,84
1071,2009-11-10,Magic,Bobcats,93,81
1072,2009-11-10,Wizards,Heat,76,90
1073,2009-11-10,Nuggets,Bulls,90,89
1074,2009-11-10,Trail Blazers,Grizzlies,93,79
1075,2009-11-10,Rockets,Mavericks,103,121
1076,2009-11-10,Thunder,Kings,98,101
1077,2009-11-11,Warriors,Pacers,94,108
1078,2009-11-11,Bulls,Raptors,89,99
1079,2009-11-11,Jazz,Celtics,86,105
1080,2009-11-11,Bobcats,Pistons,75,98
1081,2009-11-11,76ers,Nets,82,79
1082,2009-11-11,Hawks,Knicks,114,101
1083,2009-11-11,Nuggets,Bucks,102,108
1084,2009-11-11,Trail Blazers,Timberwolves,107,84
1085,2009-11-11,Cavaliers,Magic,102,93
1086,2009-11-11,Grizzlies,Rockets,79,104
1087,2009-11-11,Mavericks,Spurs,83,92
1088,2009-11-11,Thunder,Clippers,83,79
1089,2009-11-11,Hornets,Suns,104,124
1090,2009-11-12,Cavaliers,Heat,111,104
1091,2009-11-12,Suns,Lakers,102,121
1092,2009-11-13,Nets,Magic,72,88
1093,2009-11-13,Jazz,76ers,112,90
1094,2009-11-13,Warriors,Knicks,121,107
1095,2009-11-13,Hawks,Celtics,97,86
1096,2009-11-13,Mavericks,Timberwolves,89,77
1097,2009-11-13,Trail Blazers,Hornets,86,78
1098,2009-11-13,Rockets,Kings,100,109
1099,2009-11-13,Lakers,Nuggets,79,105
1100,2009-11-13,Raptors,Clippers,104,89
1101,2009-11-14,Hornets,Hawks,98,121
1102,2009-11-14,Trail Blazers,Bobcats,80,74
1103,2009-11-14,Celtics,Pacers,104,113
1104,2009-11-14,Pistons,Wizards,106,103
1105,2009-11-14,Jazz,Cavaliers,103,107
1106,2009-11-14,Nets,Heat,80,81
1107,2009-11-14,76ers,Bulls,88,94
1108,2009-11-14,Timberwolves,Grizzlies,87,97
1109,2009-11-14,Warriors,Bucks,125,129
1110,2009-11-14,Thunder,Spurs,101,98
1111,2009-11-15,Mavericks,Pistons,95,90
1112,2009-11-15,Clippers,Thunder,101,93
1113,2009-11-15,Raptors,Suns,100,101
1114,2009-11-15,Rockets,Lakers,101,91
1115,2009-11-16,Trail Blazers,Hawks,95,99
1116,2009-11-16,Bobcats,Magic,91,97
1117,2009-11-16,Mavericks,Bucks,115,113
1118,2009-11-17,Warriors,Cavaliers,108,114
1119,2009-11-17,Thunder,Heat,100,87
1120,2009-11-17,Pacers,Nets,91,83
1121,2009-11-17,Clippers,Hornets,102,110
1122,2009-11-17,Suns,Rockets,111,105
1123,2009-11-17,Raptors,Nuggets,112,130
1124,2009-11-17,Bulls,Kings,101,87
1125,2009-11-17,Pistons,Lakers,93,106
1126,2009-11-18,Heat,Hawks,90,105
1127,2009-11-18,Knicks,Pacers,110,103
1128,2009-11-18,Thunder,Magic,94,108
1129,2009-11-18,Bobcats,76ers,84,86
1130,2009-11-18,Cavaliers,Wizards,91,108
1131,2009-11-18,Warriors,Celtics,95,109
1132,2009-11-18,Clippers,Grizzlies,91,106
1133,2009-11-18,Nets,Bucks,85,99
1134,2009-11-18,Rockets,Timberwolves,97,84
1135,2009-11-18,Raptors,Jazz,91,104
1136,2009-11-18,Spurs,Mavericks,94,99
1137,2009-11-18,Pistons,Trail Blazers,81,87
1138,2009-11-19,Suns,Hornets,103,110
1139,2009-11-19,Jazz,Spurs,90,83
1140,2009-11-19,Bulls,Lakers,93,108
1141,2009-11-20,Cavaliers,Pacers,105,95
1142,2009-11-20,Grizzlies,76ers,102,97
1143,2009-11-20,Heat,Raptors,113,120
1144,2009-11-20,Rockets,Hawks,103,105
1145,2009-11-20,Magic,Celtics,83,78
1146,2009-11-20,Wizards,Thunder,108,127
1147,2009-11-20,Kings,Mavericks,102,104
1148,2009-11-20,Bobcats,Bucks,88,95
1149,2009-11-20,Trail Blazers,Warriors,94,108
1150,2009-11-20,Nuggets,Clippers,99,106
1151,2009-11-21,Knicks,Nets,98,91
1152,2009-11-21,76ers,Cavaliers,91,97
1153,2009-11-21,Bucks,Grizzlies,103,98
1154,2009-11-21,Hawks,Hornets,88,96
1155,2009-11-21,Kings,Rockets,106,113
1156,2009-11-21,Wizards,Spurs,84,106
1157,2009-11-21,Bulls,Nuggets,93,112
1158,2009-11-21,Pistons,Jazz,97,100
1159,2009-11-21,Timberwolves,Trail Blazers,78,106
1160,2009-11-22,Magic,Raptors,104,96
1161,2009-11-22,Celtics,Knicks,107,105
1162,2009-11-22,Pacers,Bobcats,88,104
1163,2009-11-22,Hornets,Heat,101,102
1164,2009-11-22,Pistons,Suns,91,117
1165,2009-11-22,Thunder,Lakers,85,101
1166,2009-11-23,Kings,Grizzlies,105,116
1167,2009-11-23,Bucks,Spurs,98,112
1168,2009-11-23,Bulls,Trail Blazers,98,122
1169,2009-11-23,Timberwolves,Clippers,87,91
1170,2009-11-24,Pacers,Raptors,112,123
